Date;Price;Vol.;Change %
04/28/2022;39.62;156.45M;4.15%
04/27/2022;38.04;154.62M;-0.96%
04/26/2022;38.41;145.47M;-1.08%
04/25/2022;38.83;236.87M;-8.64%
04/22/2022;42.5;119.53M;2.96%
04/21/2022;41.28;114.35M;0.44%
04/20/2022;41.1;131.83M;-2.38%
04/19/2022;42.1;250.48M;-2.97%
04/18/2022;43.39;236.68M;-7.35%
04/15/2022;46.83;42.32M;2.34%
04/14/2022;45.76;32.66M;0.02%
04/13/2022;45.75;44.82M;0.11%
4/12/2022;45.7;58.88M;-0.44%
4/11/2022;45.9;49.26M;-2.71%
4/8/2022;47.18;36.42M;0.68%
4/7/2022;46.86;37.72M;-1.12%
4/6/2022;47.39;47.83M;0.62%
4/1/2022;47.1;47.61M;0.64%
03/31/2022;46.8;61.59M;1.23%
03/30/2022;46.23;52.07M;2.71%
03/29/2022;45.01;34.96M;-0.09%
03/28/2022;45.05;38.65M;-0.29%
03/25/2022;45.18;31.83M;-1.29%
03/24/2022;45.77;38.03M;0.02%
03/23/2022;45.76;47.00M;0.51%
03/22/2022;45.53;54.90M;1.61%
03/21/2022;44.81;79.10M;-2.95%
03/18/2022;46.17;92.36M;3.73%
03/17/2022;44.51;131.96M;4.53%
03/16/2022;42.58;137.74M;7.93%
03/15/2022;39.45;131.31M;-6.41%
03/14/2022;42.15;108.05M;-5.17%
3/11/2022;44.45;74.05M;-0.56%
3/10/2022;44.7;67.15M;0.70%
3/9/2022;44.39;90.04M;-2.40%
3/8/2022;45.48;83.47M;-2.74%
3/7/2022;46.76;101.44M;-3.98%
3/4/2022;48.7;57.79M;-2.07%
3/3/2022;49.73;31.13M;0.53%
3/2/2022;49.47;39.71M;-1.53%
3/1/2022;50.24;40.65M;0.88%
02/28/2022;49.8;33.53M;-0.02%
02/25/2022;49.81;45.18M;-0.42%
02/24/2022;50.02;48.24M;-1.59%
02/23/2022;50.83;37.50M;-0.76%
02/22/2022;51.22;36.98M;-1.04%
02/21/2022;51.76;31.35M;-0.58%
02/18/2022;52.06;35.44M;1.17%
02/17/2022;51.46;44.16M;0.76%
02/16/2022;51.07;40.50M;1.69%
02/15/2022;50.22;56.62M;-1.91%
02/14/2022;51.2;59.41M;-2.96%
2/11/2022;52.76;80.99M;2.03%
2/10/2022;51.71;33.55M;0.17%
2/9/2022;51.62;51.22M;-0.17%
2/8/2022;51.71;52.82M;0.70%
2/7/2022;51.35;73.24M;4.35%
01/28/2022;49.21;71.51M;-3.07%
01/27/2022;50.77;52.94M;-0.45%
01/26/2022;51;43.67M;0.20%
01/25/2022;50.9;58.35M;-1.83%
01/24/2022;51.85;63.82M;0.06%
01/21/2022;51.82;85.81M;0.88%
01/20/2022;51.37;138.62M;3.36%
01/19/2022;49.7;62.03M;1.41%
01/18/2022;49.01;57.91M;0.89%
01/17/2022;48.58;53.18M;1.17%
01/14/2022;48.02;66.66M;-2.68%
01/13/2022;49.34;40.14M;-0.84%
1/12/2022;49.76;51.84M;-0.18%
1/11/2022;49.85;71.56M;1.26%
1/10/2022;49.23;57.09M;0.37%
1/7/2022;49.05;66.07M;1.87%
1/6/2022;48.15;68.19M;-1.83%
1/5/2022;49.05;83.72M;1.45%
1/4/2022;48.35;71.96M;-0.74%
12/31/2021;48.71;49.29M;0.43%
12/30/2021;48.5;96.79M;1.85%
12/29/2021;47.62;143.89M;-4.05%
12/28/2021;49.63;65.32M;0.61%
12/27/2021;49.33;73.59M;-1.06%
12/24/2021;49.86;34.47M;-0.72%
12/23/2021;50.22;42.37M;0.42%
12/22/2021;50.01;43.68M;-1.22%
12/21/2021;50.63;35.69M;-0.12%
12/20/2021;50.69;47.08M;-0.16%
12/17/2021;50.77;47.65M;-0.84%
12/16/2021;51.2;38.37M;0.39%
12/15/2021;51;37.85M;-0.29%
12/14/2021;51.15;81.06M;-2.42%
12/13/2021;52.42;64.56M;-2.00%
12/10/2021;53.49;56.43M;0.68%
12/9/2021;53.13;84.06M;2.09%
12/8/2021;52.04;49.10M;0.39%
12/7/2021;51.84;54.08M;0.04%
12/6/2021;51.82;60.47M;1.11%
12/3/2021;51.25;49.41M;0.71%
12/2/2021;50.89;55.61M;1.80%
12/1/2021;49.99;50.04M;1.01%
11/30/2021;49.49;61.00M;-0.66%
11/29/2021;49.82;82.73M;-0.56%
11/26/2021;50.1;82.34M;-2.57%
11/25/2021;51.42;21.57M;-0.62%
11/24/2021;51.74;31.50M;-0.02%
11/23/2021;51.75;38.92M;0.12%
11/22/2021;51.69;37.65M;-1.22%
11/19/2021;52.33;46.47M;1.79%
11/18/2021;51.41;34.24M;-0.83%
11/17/2021;51.84;33.94M;-1.26%
11/16/2021;52.5;32.23M;-0.81%
11/15/2021;52.93;36.70M;1.01%
11/12/2021;52.4;34.36M;-0.80%
11/11/2021;52.82;84.97M;4.33%
11/10/2021;50.63;55.81M;-0.84%
11/9/2021;51.06;38.79M;-0.47%
11/8/2021;51.3;38.67M;-0.50%
11/5/2021;51.56;36.20M;-0.37%
11/4/2021;51.75;48.29M;0.10%
11/3/2021;51.7;44.44M;-1.05%
11/2/2021;52.25;75.22M;-3.46%
11/1/2021;54.12;42.50M;0.28%
10/29/2021;53.97;40.54M;-0.46%
10/28/2021;54.22;34.62M;-0.55%
10/27/2021;54.52;42.04M;-1.41%
10/26/2021;55.3;71.54M;1.30%
10/25/2021;54.59;62.33M;0.55%
10/22/2021;54.29;54.72M;1.00%
10/21/2021;53.75;57.66M;2.58%
10/20/2021;52.4;30.57M;-0.91%
10/19/2021;52.88;48.17M;1.97%
10/18/2021;51.86;57.79M;-2.72%
10/15/2021;53.31;42.04M;1.81%
10/14/2021;52.36;28.90M;-1.26%
10/13/2021;53.03;44.26M;-0.11%
10/12/2021;53.09;58.94M;0.17%
10/11/2021;53;97.18M;4.06%
10/8/2021;50.93;64.56M;0.95%
09/30/2021;50.45;58.61M;-2.15%
09/29/2021;51.56;90.46M;2.26%
09/28/2021;50.42;70.99M;2.71%
09/27/2021;49.09;66.79M;0.66%
09/24/2021;48.77;53.20M;-0.14%
09/23/2021;48.84;86.10M;-1.15%
09/22/2021;49.41;112.26M;-3.59%
09/17/2021;51.25;42.02M;1.08%
09/16/2021;50.7;62.99M;-1.36%
09/15/2021;51.4;54.23M;-1.34%
09/14/2021;52.1;63.12M;-3.38%
09/13/2021;53.92;59.28M;-0.37%
9/10/2021;54.12;107.10M;3.88%
9/9/2021;52.1;35.78M;-0.59%
9/8/2021;52.41;55.39M;-0.76%
9/7/2021;52.81;77.23M;3.14%
9/6/2021;51.2;54.74M;-1.54%
9/3/2021;52;64.26M;0.78%
9/2/2021;51.6;72.62M;1.59%
9/1/2021;50.79;82.61M;3.74%
08/31/2021;48.96;71.04M;1.05%
08/30/2021;48.45;107.97M;-3.77%
08/27/2021;50.35;38.61M;1.51%
08/26/2021;49.6;76.30M;-3.56%
08/25/2021;51.43;40.74M;-1.48%
08/24/2021;52.2;52.83M;0.60%
08/23/2021;51.89;53.90M;1.69%
08/20/2021;51.03;69.38M;-1.07%
08/19/2021;51.58;67.63M;-2.94%
08/18/2021;53.14;123.12M;7.09%
08/17/2021;49.62;60.32M;-2.46%
08/16/2021;50.87;74.41M;-0.61%
08/13/2021;51.18;46.74M;0.99%
8/12/2021;50.68;39.72M;-0.43%
8/11/2021;50.9;56.86M;1.37%
8/10/2021;50.21;66.36M;2.34%
8/9/2021;49.06;73.04M;3.09%
8/6/2021;47.59;50.76M;1.80%
8/5/2021;46.75;44.23M;-0.53%
8/4/2021;47;51.15M;-1.24%
8/3/2021;47.59;51.88M;-0.25%
8/2/2021;47.71;83.61M;2.60%
07/30/2021;46.5;59.20M;-3.02%
07/29/2021;47.95;64.27M;1.01%
07/28/2021;47.47;84.73M;2.82%
07/27/2021;46.17;74.95M;-3.21%
07/26/2021;47.7;74.99M;-4.70%
07/23/2021;50.05;42.04M;-0.40%
07/22/2021;50.25;59.24M;1.11%
07/21/2021;49.7;50.63M;-0.42%
07/20/2021;49.91;44.69M;-1.81%
07/19/2021;50.83;46.96M;-0.33%
07/16/2021;51;46.21M;-0.10%
07/15/2021;51.05;87.73M;4.29%
07/14/2021;48.95;88.55M;-2.04%
07/13/2021;49.97;59.45M;-0.85%
7/12/2021;50.4;83.96M;1.00%
7/9/2021;49.9;82.70M;-0.89%
7/8/2021;50.35;155.42M;-5.76%
7/7/2021;53.43;36.60M;-0.21%
7/6/2021;53.54;45.25M;1.13%
7/5/2021;52.94;56.86M;-0.21%
7/2/2021;53.05;92.98M;-5.27%
7/1/2021;56;65.30M;3.34%
06/30/2021;54.19;35.73M;0.72%
06/29/2021;53.8;53.24M;-1.65%
06/28/2021;54.7;69.88M;-3.01%
06/25/2021;56.4;46.96M;2.55%
06/24/2021;55;36.36M;0.33%
06/23/2021;54.82;40.87M;-1.15%
06/22/2021;55.46;64.36M;3.30%
06/21/2021;53.69;57.97M;-1.83%
06/18/2021;54.69;42.71M;-0.78%
06/17/2021;55.12;31.90M;-0.86%
06/16/2021;55.6;51.88M;1.46%
06/15/2021;54.8;52.92M;-2.72%
6/11/2021;56.33;68.21M;-0.04%
6/10/2021;56.35;48.11M;-0.21%
6/9/2021;56.47;39.14M;-0.41%
6/8/2021;56.7;47.62M;-0.53%
6/7/2021;57;32.49M;-0.92%
6/4/2021;57.53;60.83M;2.22%
6/3/2021;56.28;49.07M;-2.26%
6/2/2021;57.58;40.58M;0.38%
6/1/2021;57.36;47.43M;-1.43%
05/31/2021;58.19;36.17M;-0.53%
05/28/2021;58.5;41.01M;0.95%
05/27/2021;57.95;51.90M;-0.94%
05/26/2021;58.5;61.31M;1.65%
05/25/2021;57.55;96.85M;6.42%
05/24/2021;54.08;44.54M;-0.06%
05/21/2021;54.11;51.49M;-2.45%
05/20/2021;55.47;34.21M;1.22%
05/19/2021;54.8;35.73M;-2.06%
05/18/2021;55.95;29.34M;0.54%
05/17/2021;55.65;52.67M;1.22%
05/14/2021;54.98;57.88M;3.35%
05/13/2021;53.2;39.12M;-0.91%
5/12/2021;53.69;31.75M;-0.28%
5/11/2021;53.84;32.85M;-0.11%
5/10/2021;53.9;49.22M;-0.52%
5/7/2021;54.18;72.37M;0.95%
5/6/2021;53.67;63.84M;1.84%
04/30/2021;52.7;45.07M;-1.09%
04/29/2021;53.28;55.28M;2.94%
04/28/2021;51.76;38.99M;-0.60%
04/27/2021;52.07;36.33M;0.00%
04/26/2021;52.07;91.63M;-2.31%
04/23/2021;53.3;47.11M;1.31%
04/22/2021;52.61;42.93M;-0.53%
04/21/2021;52.89;52.45M;1.73%
04/20/2021;51.99;35.57M;0.42%
04/19/2021;51.77;67.93M;4.08%
04/16/2021;49.74;31.56M;0.61%
04/15/2021;49.44;57.30M;-0.52%
04/14/2021;49.7;55.44M;-1.23%
04/13/2021;50.32;49.04M;-0.28%
4/12/2021;50.46;41.47M;0.42%
4/9/2021;50.25;31.51M;-0.50%
4/8/2021;50.5;29.50M;0.14%
4/7/2021;50.43;50.06M;-1.10%
4/6/2021;50.99;44.40M;0.08%
4/2/2021;50.95;41.15M;-0.20%
4/1/2021;51.05;33.72M;-0.10%
03/31/2021;51.1;52.17M;-0.89%
03/30/2021;51.56;56.94M;1.22%
03/29/2021;50.94;77.98M;-1.28%
03/26/2021;51.6;70.95M;1.16%
03/25/2021;51.01;78.45M;-2.28%
03/24/2021;52.2;57.50M;-2.39%
03/23/2021;53.48;59.59M;-0.56%
03/22/2021;53.78;79.17M;3.90%
03/19/2021;51.76;77.63M;-4.57%
03/18/2021;54.24;48.28M;1.57%
03/17/2021;53.4;53.23M;-1.69%
03/16/2021;54.32;69.72M;2.28%
03/15/2021;53.11;93.93M;-0.39%
3/12/2021;53.32;85.58M;2.60%
3/11/2021;51.97;90.42M;5.52%
3/10/2021;49.25;67.59M;1.55%
3/9/2021;48.5;98.32M;-2.86%
3/8/2021;49.93;69.81M;-2.86%
3/5/2021;51.4;73.52M;-1.91%
3/4/2021;52.4;83.30M;-0.70%
3/3/2021;52.77;131.59M;6.50%
3/2/2021;49.55;100.78M;-1.67%
3/1/2021;50.39;89.42M;-1.39%
02/26/2021;51.1;132.73M;-6.15%
02/25/2021;54.45;88.62M;1.59%
02/24/2021;53.6;84.43M;-3.51%
02/23/2021;55.55;95.30M;2.49%
02/22/2021;54.2;80.15M;-1.81%
02/19/2021;55.2;71.02M;-0.88%
02/18/2021;55.69;107.09M;2.09%
2/10/2021;54.55;75.35M;-1.28%
2/9/2021;55.26;61.90M;0.00%
2/8/2021;55.26;81.64M;0.95%
2/5/2021;54.74;115.16M;2.32%
2/4/2021;53.5;96.91M;0.85%
2/3/2021;53.05;76.59M;2.08%
2/2/2021;51.97;72.03M;-0.82%
2/1/2021;52.4;79.66M;2.54%
01/29/2021;51.1;62.15M;-0.99%
01/28/2021;51.61;52.39M;-0.75%
01/27/2021;52;60.92M;1.17%
01/26/2021;51.4;60.12M;-1.36%
01/25/2021;52.11;86.54M;0.91%
01/22/2021;51.64;87.00M;-1.90%
01/21/2021;52.64;73.67M;1.78%
01/20/2021;51.72;79.23M;-0.25%
01/19/2021;51.85;90.19M;-0.13%
01/18/2021;51.92;123.76M;1.53%
01/15/2021;51.14;177.58M;4.26%
01/14/2021;49.05;70.38M;-0.71%
01/13/2021;49.4;64.91M;-0.60%
1/12/2021;49.7;104.45M;2.64%
1/11/2021;48.42;144.52M;3.91%
1/8/2021;46.6;129.96M;1.53%
1/7/2021;45.9;107.83M;3.96%
1/6/2021;44.15;120.07M;4.67%
1/5/2021;42.18;138.72M;-2.29%
1/4/2021;43.17;154.95M;-1.77%
12/31/2020;43.95;89.12M;2.09%
12/30/2020;43.05;93.35M;0.51%
12/29/2020;42.83;72.72M;-0.49%
12/28/2020;43.04;84.14M;0.75%
12/25/2020;42.72;47.67M;0.35%
12/24/2020;42.57;48.21M;0.59%
12/23/2020;42.32;71.18M;0.98%
12/22/2020;41.91;78.47M;-2.28%
12/21/2020;42.89;62.39M;-0.49%
12/18/2020;43.1;76.06M;-2.16%
12/17/2020;44.05;50.23M;-0.02%
12/16/2020;44.06;36.79M;-0.65%
12/15/2020;44.35;43.88M;-0.05%
12/14/2020;44.37;60.74M;3.96%
12/11/2020;42.68;77.14M;-3.61%
12/10/2020;44.28;36.89M;0.09%
12/9/2020;44.24;37.52M;-0.05%
12/8/2020;44.26;37.72M;-0.36%
12/7/2020;44.42;70.48M;-2.97%
12/4/2020;45.78;46.12M;-1.53%
12/3/2020;46.49;50.24M;-0.66%
12/2/2020;46.8;61.99M;1.30%
12/1/2020;46.2;78.07M;4.52%
11/30/2020;44.2;115.36M;-3.60%
11/27/2020;45.85;44.61M;1.69%
11/26/2020;45.09;35.15M;1.49%
11/25/2020;44.43;37.81M;-0.98%
11/24/2020;44.87;39.95M;-1.17%
11/23/2020;45.4;58.46M;0.78%
11/20/2020;45.05;31.47M;0.40%
11/19/2020;44.87;47.73M;0.27%
11/18/2020;44.75;62.82M;2.08%
11/17/2020;43.84;47.29M;1.95%
11/16/2020;43;38.94M;0.99%
11/13/2020;42.58;54.49M;-2.29%
11/12/2020;43.58;47.16M;-1.74%
11/11/2020;44.35;52.70M;1.44%
11/10/2020;43.72;56.21M;1.60%
11/9/2020;43.03;49.71M;1.29%
11/6/2020;42.48;46.36M;-0.72%
11/5/2020;42.79;68.05M;-0.33%
11/4/2020;42.93;88.45M;4.10%
11/3/2020;41.24;87.07M;2.46%
11/2/2020;40.25;51.69M;1.11%
10/30/2020;39.81;43.84M;-0.95%
10/29/2020;40.19;52.31M;0.22%
10/28/2020;40.1;69.36M;-0.87%
10/27/2020;40.45;45.88M;-0.42%
10/26/2020;40.62;50.45M;-1.46%
10/23/2020;41.22;55.18M;0.07%
10/22/2020;41.19;64.50M;0.96%
10/21/2020;40.8;54.19M;2.08%
10/20/2020;39.97;42.44M;-0.05%
10/19/2020;39.99;98.15M;0.53%
10/16/2020;39.78;110.59M;1.97%
10/15/2020;39.01;119.67M;2.52%
10/14/2020;38.05;64.29M;0.69%
10/13/2020;37.79;51.14M;0.61%
10/12/2020;37.56;99.86M;3.81%
10/9/2020;36.18;49.47M;0.50%
09/30/2020;36;65.47M;-0.85%
09/29/2020;36.31;79.67M;-2.52%
09/28/2020;37.25;35.32M;0.19%
09/25/2020;37.18;35.23M;0.32%
09/24/2020;37.06;54.03M;-1.17%
09/23/2020;37.5;43.08M;-1.00%
09/22/2020;37.88;58.31M;-1.87%
09/21/2020;38.6;50.15M;-1.00%
09/18/2020;38.99;108.17M;2.96%
09/17/2020;37.87;55.77M;-0.50%
09/16/2020;38.06;47.89M;0.42%
09/15/2020;37.9;53.08M;1.47%
09/14/2020;37.35;46.02M;0.30%
9/11/2020;37.24;55.31M;-1.22%
9/10/2020;37.7;55.02M;0.27%
9/9/2020;37.6;60.54M;0.03%
9/8/2020;37.59;68.35M;2.17%
9/7/2020;36.79;61.61M;-0.03%
9/4/2020;36.8;48.54M;-0.49%
9/3/2020;36.98;64.05M;-0.59%
9/2/2020;37.2;79.72M;-0.59%
9/1/2020;37.42;71.28M;-0.72%
08/31/2020;37.69;119.03M;-1.98%
08/28/2020;38.45;118.29M;4.20%
08/27/2020;36.9;57.48M;-0.89%
08/26/2020;37.23;62.70M;-0.93%
08/25/2020;37.58;54.53M;0.21%
08/24/2020;37.5;62.10M;-0.71%
08/21/2020;37.77;56.13M;0.67%
08/20/2020;37.52;73.44M;-2.16%
08/19/2020;38.35;56.39M;-1.29%
08/18/2020;38.85;57.37M;-0.51%
08/17/2020;39.05;148.31M;2.76%
08/14/2020;38;67.07M;1.79%
08/13/2020;37.33;64.05M;-1.22%
8/12/2020;37.79;93.00M;0.67%
8/11/2020;37.54;173.64M;1.46%
8/10/2020;37;122.45M;1.07%
8/7/2020;36.61;89.80M;-1.11%
8/6/2020;37.02;125.24M;1.98%
8/5/2020;36.3;106.07M;-1.04%
8/4/2020;36.68;235.44M;4.80%
8/3/2020;35;102.19M;0.57%
07/31/2020;34.8;98.99M;0.69%
07/30/2020;34.56;79.89M;-1.45%
07/29/2020;35.07;96.91M;1.42%
07/28/2020;34.58;78.04M;0.96%
07/27/2020;34.25;89.35M;-1.01%
07/24/2020;34.6;130.42M;-2.81%
07/23/2020;35.6;119.71M;-2.31%
07/22/2020;36.44;99.88M;-1.09%
07/21/2020;36.84;83.16M;-1.15%
07/20/2020;37.27;159.42M;3.30%
07/17/2020;36.08;116.99M;1.35%
07/16/2020;35.6;142.95M;-0.73%
07/15/2020;35.86;134.11M;-1.78%
07/14/2020;36.51;131.09M;-2.12%
07/13/2020;37.3;163.41M;0.13%
7/10/2020;37.25;152.82M;-6.66%
7/9/2020;39.91;169.32M;-1.46%
7/8/2020;40.5;182.70M;-1.36%
7/7/2020;41.06;201.63M;1.61%
7/6/2020;40.41;187.49M;9.99%
7/3/2020;36.74;153.57M;4.08%
7/2/2020;35.3;124.52M;1.47%
7/1/2020;34.79;79.91M;3.17%
06/30/2020;33.72;39.16M;0.24%
06/29/2020;33.64;56.73M;-0.77%
06/24/2020;33.9;47.99M;1.65%
06/23/2020;33.35;45.25M;-0.45%
06/22/2020;33.5;59.58M;-1.06%
06/19/2020;33.86;67.95M;-0.09%
06/18/2020;33.89;92.29M;-0.91%
06/17/2020;34.2;30.63M;0.18%
06/16/2020;34.14;38.16M;1.70%
06/15/2020;33.57;65.43M;-2.70%
6/12/2020;34.5;54.66M;0.09%
6/11/2020;34.47;58.89M;-2.46%
6/10/2020;35.34;27.27M;-0.53%
6/9/2020;35.53;30.09M;-0.39%
6/8/2020;35.67;50.18M;1.22%
6/5/2020;35.24;32.72M;0.26%
6/4/2020;35.15;25.76M;-0.20%
6/3/2020;35.22;61.02M;0.51%
6/2/2020;35.04;49.30M;0.63%
6/1/2020;34.82;48.82M;2.96%
05/29/2020;33.82;37.24M;-1.17%
05/28/2020;34.22;69.36M;2.36%
05/27/2020;33.43;32.08M;0.00%
05/26/2020;33.43;32.25M;1.03%
05/25/2020;33.09;43.27M;-1.61%
05/22/2020;33.63;42.40M;-3.17%
05/21/2020;34.73;36.25M;0.14%
05/20/2020;34.68;38.05M;1.20%
05/19/2020;34.27;26.43M;1.39%
05/18/2020;33.8;36.37M;-0.15%
05/15/2020;33.85;36.19M;-0.24%
05/14/2020;33.93;42.06M;-1.77%
05/13/2020;34.54;27.98M;-0.14%
5/12/2020;34.59;34.96M;-1.06%
5/11/2020;34.96;29.59M;-0.03%
5/8/2020;34.97;39.22M;1.51%
5/7/2020;34.45;29.95M;-0.52%
5/6/2020;34.63;50.17M;-1.31%
04/30/2020;35.09;71.53M;0.20%
04/29/2020;35.02;65.88M;3.43%
04/28/2020;33.86;36.65M;0.83%
04/27/2020;33.58;65.34M;3.29%
04/24/2020;32.51;22.26M;-0.55%
04/23/2020;32.69;24.62M;-0.12%
04/22/2020;32.73;27.94M;0.25%
04/21/2020;32.65;32.87M;-0.76%
04/20/2020;32.9;33.60M;0.12%
04/17/2020;32.86;69.80M;2.37%
04/16/2020;32.1;29.50M;-0.99%
04/15/2020;32.42;23.78M;-0.89%
04/14/2020;32.71;42.71M;2.44%
04/13/2020;31.93;23.06M;-0.53%
4/10/2020;32.1;43.74M;-0.62%
4/9/2020;32.3;28.67M;0.25%
4/8/2020;32.22;31.81M;-0.92%
4/7/2020;32.52;43.18M;1.15%
4/3/2020;32.15;25.16M;-0.59%
4/2/2020;32.34;28.96M;0.65%
4/1/2020;32.13;35.81M;-0.46%
03/31/2020;32.28;37.75M;-1.13%
03/30/2020;32.65;47.75M;-0.21%
03/27/2020;32.72;58.18M;0.00%
03/26/2020;32.72;69.46M;0.71%
03/25/2020;32.49;80.95M;3.11%
03/24/2020;31.51;82.54M;4.48%
03/23/2020;30.16;92.90M;-2.84%
03/20/2020;31.04;134.32M;5.90%
03/19/2020;29.31;155.95M;-4.90%
03/18/2020;30.82;82.43M;-2.87%
03/17/2020;31.73;84.34M;0.19%
03/16/2020;31.67;106.60M;-5.21%
03/13/2020;33.41;114.10M;-2.20%
3/12/2020;34.16;61.92M;-0.84%
3/11/2020;34.45;56.66M;-0.66%
3/10/2020;34.68;66.83M;1.46%
3/9/2020;34.18;96.66M;-3.47%
3/6/2020;35.41;67.07M;-2.26%
3/5/2020;36.23;135.54M;4.17%
3/4/2020;34.78;56.09M;0.46%
3/3/2020;34.62;68.61M;-0.37%
3/2/2020;34.75;70.43M;1.61%
02/28/2020;34.2;83.53M;-2.90%
02/27/2020;35.22;68.94M;1.12%
02/26/2020;34.83;77.97M;0.58%
02/25/2020;34.63;87.37M;-1.20%
02/24/2020;35.05;79.86M;-1.66%
02/21/2020;35.64;73.03M;-0.94%
02/20/2020;35.98;74.60M;1.27%
02/19/2020;35.53;41.95M;-0.48%
02/18/2020;35.7;51.64M;-1.30%
02/17/2020;36.17;66.94M;1.49%
02/14/2020;35.64;40.34M;1.05%
02/13/2020;35.27;42.24M;-0.93%
2/12/2020;35.6;40.54M;0.08%
2/11/2020;35.57;55.74M;1.34%
2/10/2020;35.1;57.50M;-0.90%
2/7/2020;35.42;67.55M;-0.92%
2/6/2020;35.75;73.07M;1.10%
2/5/2020;35.36;80.26M;0.03%
2/4/2020;35.35;122.97M;0.91%
2/3/2020;35.03;113.11M;-4.84%
01/23/2020;36.81;78.75M;-2.67%
01/22/2020;37.82;53.13M;0.08%
01/21/2020;37.79;41.72M;-1.36%
01/20/2020;38.31;58.58M;1.00%
01/17/2020;37.93;42.14M;-0.08%
01/16/2020;37.96;45.39M;-0.42%
01/15/2020;38.12;48.86M;-1.78%
01/14/2020;38.81;33.57M;-0.74%
01/13/2020;39.1;32.78M;0.15%
1/10/2020;39.04;28.59M;0.36%
1/9/2020;38.9;30.34M;1.28%
1/8/2020;38.41;36.32M;-1.89%
1/7/2020;39.15;34.77M;-0.23%
1/6/2020;39.24;54.89M;-0.41%
1/3/2020;39.4;52.01M;1.34%
1/2/2020;38.88;82.62M;3.46%
12/31/2019;37.58;37.68M;-0.66%
12/30/2019;37.83;44.50M;-0.08%
12/27/2019;37.86;35.95M;-0.63%
12/26/2019;38.1;19.22M;0.82%
12/25/2019;37.79;23.50M;-0.58%
12/24/2019;38.01;34.19M;1.63%
12/23/2019;37.4;35.88M;-0.37%
12/20/2019;37.54;28.80M;-0.61%
12/19/2019;37.77;30.19M;-0.58%
12/18/2019;37.99;54.13M;1.31%
12/17/2019;37.5;56.31M;0.59%
12/16/2019;37.28;35.29M;-0.59%
12/13/2019;37.5;65.50M;3.02%
12/12/2019;36.4;25.01M;0.00%
12/11/2019;36.4;28.08M;0.78%
12/10/2019;36.12;22.74M;-0.41%
12/9/2019;36.27;25.08M;-0.38%
12/6/2019;36.41;25.59M;0.08%
12/5/2019;36.38;26.48M;0.28%
12/4/2019;36.28;23.09M;-0.49%
12/3/2019;36.46;27.68M;0.97%
12/2/2019;36.11;19.73M;0.22%
11/29/2019;36.03;33.48M;-1.64%
11/28/2019;36.63;20.85M;-0.05%
11/27/2019;36.65;35.07M;1.81%
11/26/2019;36;44.86M;-1.59%
11/25/2019;36.58;26.42M;0.97%
11/22/2019;36.23;32.27M;-0.58%
11/21/2019;36.44;29.74M;-0.38%
11/20/2019;36.58;48.28M;-2.51%
11/19/2019;37.52;39.02M;0.05%
11/18/2019;37.5;57.45M;1.82%
11/15/2019;36.83;31.50M;0.24%
11/14/2019;36.74;29.29M;-0.70%
11/13/2019;37;39.29M;-0.54%
11/12/2019;37.2;36.38M;-0.29%
11/11/2019;37.31;39.29M;-1.17%
11/8/2019;37.75;45.71M;-1.07%
11/7/2019;38.16;35.06M;0.03%
11/6/2019;38.15;70.85M;1.30%
11/5/2019;37.66;72.33M;1.29%
11/4/2019;37.18;59.64M;1.58%
11/1/2019;36.6;66.86M;3.10%
10/31/2019;35.5;50.70M;0.25%
10/30/2019;35.41;48.33M;-2.05%
10/29/2019;36.15;26.61M;-0.14%
10/28/2019;36.2;32.81M;-0.55%
10/25/2019;36.4;24.61M;-0.27%
10/24/2019;36.5;43.12M;1.39%
10/23/2019;36;31.35M;-0.36%
10/22/2019;36.13;33.21M;-0.25%
10/21/2019;36.22;35.94M;0.11%
10/18/2019;36.18;45.44M;-2.22%
10/17/2019;37;34.26M;0.52%
10/16/2019;36.81;51.49M;0.46%
10/15/2019;36.64;45.81M;-0.52%
10/14/2019;36.83;87.43M;1.49%
10/11/2019;36.29;104.39M;3.36%
10/10/2019;35.11;37.87M;-0.20%
10/9/2019;35.18;82.16M;1.06%
10/8/2019;34.81;64.59M;0.17%
09/30/2019;34.75;39.12M;-1.28%
09/27/2019;35.2;67.27M;-0.06%
09/26/2019;35.22;108.44M;2.53%
09/25/2019;34.35;46.78M;0.79%
09/24/2019;34.08;36.57M;0.12%
09/23/2019;34.04;61.03M;-1.36%
09/20/2019;34.51;69.49M;0.00%
09/19/2019;34.51;53.85M;-0.83%
09/18/2019;34.8;35.38M;0.03%
09/17/2019;34.79;44.31M;-0.60%
09/16/2019;35;46.17M;-0.82%
9/12/2019;35.29;52.58M;0.68%
9/11/2019;35.05;60.91M;0.14%
9/10/2019;35;67.53M;-1.41%
9/9/2019;35.5;75.62M;-1.09%
9/6/2019;35.89;47.32M;1.04%
9/5/2019;35.52;72.37M;1.81%
9/4/2019;34.89;63.46M;2.17%
9/3/2019;34.15;40.72M;-0.55%
9/2/2019;34.34;50.80M;0.18%
08/30/2019;34.28;59.66M;1.03%
08/29/2019;33.93;71.16M;-1.65%
08/28/2019;34.5;51.48M;-0.72%
08/27/2019;34.75;81.75M;-0.71%
08/26/2019;35;86.74M;-3.50%
08/23/2019;36.27;70.61M;2.63%
08/22/2019;35.34;22.86M;-0.31%
08/21/2019;35.45;29.98M;0.34%
