Date;Price;Vol.;Change %
12/27/2021;236.21;18.41M;-2.37%
12/24/2021;241.94;28.94M;2.08%
12/23/2021;237.01;28.21M;2.11%
12/22/2021;232.12;15.20M;0.20%
12/21/2021;231.65;23.45M;-1.84%
12/20/2021;236;18.88M;0.36%
12/17/2021;235.16;25.48M;-3.43%
12/16/2021;243.5;28.97M;-0.12%
12/15/2021;243.8;26.36M;-2.48%
12/14/2021;250;22.56M;0.01%
12/13/2021;249.98;35.54M;1.21%
12/10/2021;247;33.23M;-1.59%
12/9/2021;251;47.30M;2.87%
12/8/2021;244;39.79M;4.27%
12/7/2021;234;30.89M;0.73%
12/6/2021;232.3;28.88M;1.24%
12/3/2021;229.45;34.03M;3.01%
12/2/2021;222.75;17.53M;0.99%
12/1/2021;220.56;19.25M;1.17%
11/30/2021;218;23.01M;-2.99%
11/29/2021;224.73;19.24M;0.84%
11/26/2021;222.86;16.25M;-0.04%
11/25/2021;222.95;28.46M;-0.66%
11/24/2021;224.42;47.63M;4.48%
11/23/2021;214.8;19.39M;-0.54%
11/22/2021;215.97;31.98M;1.59%
11/19/2021;212.6;24.29M;1.91%
11/18/2021;208.62;13.22M;-1.37%
11/17/2021;211.51;17.42M;-0.23%
11/16/2021;212;31.44M;3.57%
11/15/2021;204.7;20.72M;0.42%
