Date;Price;Vol.;Change %
04/22/2022;3.09;332.05M;0.65%
04/21/2022;3.07;415.56M;0.33%
04/20/2022;3.06;300.26M;0.00%
04/19/2022;3.06;248.26M;0.66%
04/18/2022;3.04;274.08M;-0.98%
04/15/2022;3.07;349.51M;0.00%
04/14/2022;3.07;330.05M;0.00%
04/13/2022;3.07;346.66M;-0.32%
4/12/2022;3.08;401.06M;0.33%
4/11/2022;3.07;348.04M;-0.97%
4/8/2022;3.1;287.12M;0.32%
4/7/2022;3.09;379.48M;-0.32%
4/6/2022;3.1;473.15M;0.65%
4/1/2022;3.08;326.44M;0.00%
03/31/2022;3.08;537.52M;0.98%
03/30/2022;3.05;393.46M;0.66%
03/29/2022;3.03;212.07M;0.33%
03/28/2022;3.02;358.06M;1.34%
03/25/2022;2.98;202.14M;-0.33%
03/24/2022;2.99;194.14M;0.00%
03/23/2022;2.99;232.44M;0.00%
03/22/2022;2.99;391.14M;1.70%
03/21/2022;2.94;211.46M;-0.68%
03/18/2022;2.96;412.64M;1.02%
03/17/2022;2.93;407.03M;-0.34%
03/16/2022;2.94;419.43M;0.34%
03/15/2022;2.93;476.67M;-1.35%
03/14/2022;2.97;399.32M;0.00%
3/11/2022;2.97;372.62M;1.02%
3/10/2022;2.94;222.23M;0.00%
3/9/2022;2.94;436.93M;-1.01%
3/8/2022;2.97;337.63M;0.00%
3/7/2022;2.97;325.60M;-1.00%
3/4/2022;3;251.83M;-0.33%
3/3/2022;3.01;224.00M;0.33%
3/2/2022;3;190.01M;0.00%
3/1/2022;3;211.72M;0.67%
02/28/2022;2.98;250.82M;0.34%
02/25/2022;2.97;315.01M;0.00%
02/24/2022;2.97;339.36M;-1.33%
02/23/2022;3.01;242.72M;0.00%
02/22/2022;3.01;196.68M;-0.66%
02/21/2022;3.03;185.33M;-0.66%
02/18/2022;3.05;187.93M;0.33%
02/17/2022;3.04;267.89M;0.00%
02/16/2022;3.04;184.50M;0.66%
02/15/2022;3.02;312.39M;-0.66%
02/14/2022;3.04;339.78M;-1.30%
2/11/2022;3.08;338.71M;0.00%
2/10/2022;3.08;332.19M;0.98%
2/9/2022;3.05;415.60M;-0.33%
2/8/2022;3.06;573.85M;2.00%
2/7/2022;3;350.37M;1.35%
01/28/2022;2.96;366.89M;0.34%
01/27/2022;2.95;311.22M;-0.34%
01/26/2022;2.96;231.95M;0.34%
01/25/2022;2.95;274.83M;-1.34%
01/24/2022;2.99;287.35M;-0.33%
01/21/2022;3;228.76M;0.00%
01/20/2022;3;361.10M;0.67%
01/19/2022;2.98;215.59M;-0.33%
01/18/2022;2.99;297.30M;1.36%
01/17/2022;2.95;201.75M;-0.67%
01/14/2022;2.97;313.23M;-1.33%
01/13/2022;3.01;336.98M;1.01%
1/12/2022;2.98;253.26M;-0.67%
1/11/2022;3;242.78M;0.33%
1/10/2022;2.99;313.52M;0.00%
1/7/2022;2.99;419.05M;1.01%
1/6/2022;2.96;221.43M;-0.34%
1/5/2022;2.97;472.47M;1.02%
1/4/2022;2.94;231.02M;0.00%
12/31/2021;2.94;107.31M;0.00%
12/30/2021;2.94;183.02M;0.00%
12/29/2021;2.94;162.00M;-0.34%
12/28/2021;2.95;294.66M;0.34%
12/27/2021;2.94;131.07M;0.00%
12/24/2021;2.94;133.18M;0.00%
12/23/2021;2.94;164.01M;0.00%
12/22/2021;2.94;235.01M;0.00%
12/21/2021;2.94;276.52M;0.00%
12/20/2021;2.94;175.78M;0.34%
12/17/2021;2.93;210.26M;-0.34%
12/16/2021;2.94;252.41M;0.34%
12/15/2021;2.93;240.55M;0.00%
12/14/2021;2.93;242.43M;0.00%
12/13/2021;2.93;257.59M;-0.34%
12/10/2021;2.94;342.29M;-0.34%
12/9/2021;2.95;328.75M;0.68%
12/8/2021;2.93;256.12M;-0.34%
12/7/2021;2.94;302.28M;0.34%
12/6/2021;2.93;216.59M;0.00%
12/3/2021;2.93;157.69M;0.00%
12/2/2021;2.93;180.20M;0.00%
12/1/2021;2.93;181.09M;0.69%
11/30/2021;2.91;196.94M;-0.34%
11/29/2021;2.92;242.69M;0.00%
11/26/2021;2.92;204.10M;0.00%
11/25/2021;2.92;147.32M;-0.68%
11/24/2021;2.94;127.76M;0.00%
11/23/2021;2.94;145.44M;0.00%
11/22/2021;2.94;184.23M;-0.34%
11/19/2021;2.95;231.49M;0.68%
11/18/2021;2.93;144.81M;0.00%
11/17/2021;2.93;177.83M;0.00%
11/16/2021;2.93;144.49M;0.00%
11/15/2021;2.93;142.08M;0.00%
11/12/2021;2.93;150.74M;-0.34%
11/11/2021;2.94;228.88M;1.03%
11/10/2021;2.91;184.96M;-0.34%
11/9/2021;2.92;122.07M;0.00%
11/8/2021;2.92;133.48M;0.00%
11/5/2021;2.92;140.05M;0.00%
11/4/2021;2.92;175.75M;-0.34%
11/3/2021;2.93;175.21M;0.00%
11/2/2021;2.93;304.07M;-1.01%
11/1/2021;2.96;267.30M;0.68%
10/29/2021;2.94;148.75M;0.34%
10/28/2021;2.93;158.67M;-0.34%
10/27/2021;2.94;161.78M;0.00%
10/26/2021;2.94;217.74M;-0.68%
10/25/2021;2.96;143.95M;0.00%
10/22/2021;2.96;167.11M;-0.34%
10/21/2021;2.97;235.73M;0.68%
10/20/2021;2.95;148.28M;0.00%
10/19/2021;2.95;148.53M;-0.34%
10/18/2021;2.96;201.26M;0.34%
10/15/2021;2.95;161.28M;0.00%
10/14/2021;2.95;133.28M;-0.34%
10/13/2021;2.96;142.34M;-0.67%
10/12/2021;2.98;240.61M;-0.33%
10/11/2021;2.99;308.49M;1.01%
10/8/2021;2.96;260.04M;0.68%
09/30/2021;2.94;206.05M;-0.68%
09/29/2021;2.96;248.05M;0.34%
09/28/2021;2.95;216.02M;0.68%
09/27/2021;2.93;230.45M;-0.34%
09/24/2021;2.94;172.86M;-0.68%
09/23/2021;2.96;198.44M;0.34%
09/22/2021;2.95;231.92M;-1.01%
09/17/2021;2.98;189.53M;0.34%
09/16/2021;2.97;263.28M;-0.34%
09/15/2021;2.98;200.77M;-0.33%
09/14/2021;2.99;283.61M;-1.32%
09/13/2021;3.03;233.14M;-0.33%
9/10/2021;3.04;326.37M;0.00%
9/9/2021;3.04;171.64M;0.00%
9/8/2021;3.04;208.80M;0.66%
9/7/2021;3.02;245.62M;0.33%
9/6/2021;3.01;160.10M;0.00%
9/3/2021;3.01;217.28M;1.01%
9/2/2021;2.98;160.22M;-0.33%
9/1/2021;2.99;338.16M;1.01%
08/31/2021;2.96;266.42M;1.37%
08/30/2021;2.92;197.29M;-0.34%
08/27/2021;2.93;128.25M;0.34%
08/26/2021;2.92;122.23M;-0.34%
08/25/2021;2.93;109.95M;-0.34%
08/24/2021;2.94;117.76M;-0.34%
08/23/2021;2.95;127.37M;-0.34%
08/20/2021;2.96;211.84M;0.68%
08/19/2021;2.94;151.19M;-0.68%
08/18/2021;2.96;236.55M;1.02%
08/17/2021;2.93;178.04M;0.00%
08/16/2021;2.93;101.27M;0.00%
08/13/2021;2.93;90.13M;-0.34%
8/12/2021;2.94;121.16M;-0.34%
8/11/2021;2.95;308.21M;1.03%
8/10/2021;2.92;142.36M;0.00%
8/9/2021;2.92;167.82M;0.34%
8/6/2021;2.91;102.40M;0.34%
8/5/2021;2.9;152.13M;-0.68%
8/4/2021;2.92;132.45M;0.00%
8/3/2021;2.92;159.54M;-0.68%
8/2/2021;2.94;236.23M;0.34%
07/30/2021;2.93;191.97M;-0.68%
07/29/2021;2.95;163.41M;-0.67%
07/28/2021;2.97;306.65M;0.34%
07/27/2021;2.96;227.91M;-0.67%
07/26/2021;2.98;219.84M;-0.33%
07/23/2021;2.99;163.24M;-0.33%
07/22/2021;3;129.53M;0.33%
07/21/2021;2.99;187.62M;-0.33%
07/20/2021;3;103.93M;0.00%
07/19/2021;3;133.88M;0.33%
07/16/2021;2.99;135.01M;-0.33%
07/15/2021;3;158.23M;0.33%
07/14/2021;2.99;297.41M;-0.99%
07/13/2021;3.02;185.58M;0.00%
7/12/2021;3.02;204.73M;-0.33%
7/9/2021;3.03;195.69M;0.33%
7/8/2021;3.02;176.35M;-0.33%
7/7/2021;3.03;113.43M;-0.66%
7/6/2021;3.05;131.02M;0.33%
7/5/2021;3.04;149.39M;0.33%
7/2/2021;3.03;130.58M;-0.33%
7/1/2021;3.04;110.93M;0.33%
06/30/2021;3.03;164.80M;0.00%
06/29/2021;3.03;132.94M;-0.66%
06/28/2021;3.05;142.61M;-0.65%
06/25/2021;3.07;132.68M;0.33%
06/24/2021;3.06;207.00M;0.66%
06/23/2021;3.04;177.43M;0.00%
06/22/2021;3.04;198.91M;0.33%
06/21/2021;3.03;253.21M;-0.66%
06/18/2021;3.05;260.29M;-0.97%
06/17/2021;3.08;309.27M;-5.81%
06/16/2021;3.27;224.68M;-0.30%
06/15/2021;3.28;220.97M;-1.20%
6/11/2021;3.32;201.13M;0.00%
6/10/2021;3.32;254.12M;-0.90%
6/9/2021;3.35;278.74M;0.00%
6/8/2021;3.35;368.12M;0.90%
6/7/2021;3.32;280.52M;0.00%
6/4/2021;3.32;281.21M;0.91%
6/3/2021;3.29;267.43M;0.00%
6/2/2021;3.29;361.50M;1.23%
6/1/2021;3.25;178.31M;-0.31%
05/31/2021;3.26;187.25M;-0.61%
05/28/2021;3.28;209.56M;0.31%
05/27/2021;3.27;172.98M;-0.30%
05/26/2021;3.28;236.65M;0.31%
05/25/2021;3.27;382.06M;0.93%
05/24/2021;3.24;93.09M;0.00%
05/21/2021;3.24;117.53M;-0.31%
05/20/2021;3.25;159.07M;0.31%
05/19/2021;3.24;155.37M;-0.31%
05/18/2021;3.25;170.16M;-0.61%
05/17/2021;3.27;151.24M;-0.61%
05/14/2021;3.29;141.88M;0.61%
05/13/2021;3.27;105.84M;0.00%
5/12/2021;3.27;131.97M;0.31%
5/11/2021;3.26;161.82M;0.62%
5/10/2021;3.24;150.55M;-0.31%
5/7/2021;3.25;220.67M;1.25%
5/6/2021;3.21;152.61M;0.31%
04/30/2021;3.2;260.29M;-0.93%
04/29/2021;3.23;285.23M;0.31%
04/28/2021;3.22;159.64M;-0.31%
04/27/2021;3.23;135.00M;-0.31%
04/26/2021;3.24;183.40M;-0.61%
04/23/2021;3.26;200.71M;-1.21%
04/22/2021;3.3;192.22M;-0.90%
04/21/2021;3.33;111.34M;0.00%
04/20/2021;3.33;160.96M;-0.60%
04/19/2021;3.35;157.19M;0.00%
04/16/2021;3.35;86.77M;0.00%
04/15/2021;3.35;129.15M;0.00%
04/14/2021;3.35;169.92M;-1.18%
04/13/2021;3.39;174.07M;-0.29%
4/12/2021;3.4;192.69M;1.19%
4/9/2021;3.36;168.99M;0.60%
4/8/2021;3.34;136.88M;-0.30%
4/7/2021;3.35;179.50M;0.30%
4/6/2021;3.34;98.96M;-0.30%
4/2/2021;3.35;222.85M;-0.89%
4/1/2021;3.38;131.93M;-0.59%
03/31/2021;3.4;215.63M;0.59%
03/30/2021;3.38;207.68M;0.00%
03/29/2021;3.38;252.09M;1.50%
03/26/2021;3.33;213.91M;-0.30%
03/25/2021;3.34;232.62M;-1.76%
03/24/2021;3.4;223.65M;0.29%
03/23/2021;3.39;176.86M;0.00%
03/22/2021;3.39;209.83M;1.50%
03/19/2021;3.34;269.54M;-1.47%
03/18/2021;3.39;175.00M;-0.29%
03/17/2021;3.4;224.10M;-0.29%
03/16/2021;3.41;218.05M;-0.29%
03/15/2021;3.42;310.91M;1.18%
3/12/2021;3.38;222.75M;0.00%
3/11/2021;3.38;398.67M;0.60%
3/10/2021;3.36;206.71M;0.90%
3/9/2021;3.33;387.93M;-0.89%
3/8/2021;3.36;456.82M;0.30%
3/5/2021;3.35;437.78M;1.52%
3/4/2021;3.3;453.19M;0.61%
3/3/2021;3.28;364.58M;2.18%
3/2/2021;3.21;256.14M;-1.23%
3/1/2021;3.25;215.74M;-0.31%
02/26/2021;3.26;380.89M;-0.31%
02/25/2021;3.27;309.71M;1.55%
02/24/2021;3.22;317.56M;-0.92%
02/23/2021;3.25;405.91M;-0.31%
02/22/2021;3.26;403.27M;0.93%
02/19/2021;3.23;235.82M;0.31%
02/18/2021;3.22;371.40M;0.31%
2/10/2021;3.21;389.29M;1.58%
2/9/2021;3.16;315.50M;-0.63%
2/8/2021;3.18;282.98M;-0.31%
2/5/2021;3.19;437.40M;1.27%
2/4/2021;3.15;189.00M;0.32%
2/3/2021;3.14;152.07M;-0.32%
2/2/2021;3.15;157.20M;-0.63%
2/1/2021;3.17;212.14M;0.63%
01/29/2021;3.15;234.84M;0.32%
01/28/2021;3.14;137.60M;-0.32%
01/27/2021;3.15;167.32M;0.64%
01/26/2021;3.13;159.40M;-0.32%
01/25/2021;3.14;171.86M;0.00%
01/22/2021;3.14;164.90M;-0.63%
01/21/2021;3.16;175.61M;-0.63%
01/20/2021;3.18;193.07M;-0.62%
01/19/2021;3.2;321.83M;0.31%
01/18/2021;3.19;298.82M;-0.31%
01/15/2021;3.2;445.39M;0.63%
01/14/2021;3.18;241.57M;0.63%
01/13/2021;3.16;235.18M;0.32%
1/12/2021;3.15;235.85M;0.00%
1/11/2021;3.15;287.21M;0.32%
1/8/2021;3.14;194.97M;0.00%
1/7/2021;3.14;265.17M;0.32%
1/6/2021;3.13;223.08M;0.00%
1/5/2021;3.13;212.20M;0.00%
1/4/2021;3.13;253.79M;-0.32%
12/31/2020;3.14;259.82M;0.32%
12/30/2020;3.13;244.11M;-0.32%
12/29/2020;3.14;163.13M;0.00%
12/28/2020;3.14;162.82M;-0.32%
12/25/2020;3.15;120.12M;0.32%
12/24/2020;3.14;89.17M;0.00%
12/23/2020;3.14;234.05M;-0.32%
12/22/2020;3.15;266.34M;-0.63%
12/21/2020;3.17;137.21M;0.00%
12/18/2020;3.17;163.28M;-0.31%
12/17/2020;3.18;176.38M;0.00%
12/16/2020;3.18;209.69M;-0.31%
12/15/2020;3.19;187.87M;-0.93%
12/14/2020;3.22;139.59M;0.00%
12/11/2020;3.22;208.54M;-0.31%
12/10/2020;3.23;193.44M;0.00%
12/9/2020;3.23;143.31M;0.31%
12/8/2020;3.22;195.22M;-0.62%
12/7/2020;3.24;264.58M;-0.92%
12/4/2020;3.27;201.70M;-1.21%
12/3/2020;3.31;231.28M;-0.60%
12/2/2020;3.33;244.13M;-0.89%
12/1/2020;3.36;409.98M;2.13%
11/30/2020;3.29;750.71M;-0.90%
11/27/2020;3.32;578.93M;2.79%
11/26/2020;3.23;136.63M;0.31%
11/25/2020;3.22;153.25M;-0.31%
11/24/2020;3.23;128.68M;-0.31%
11/23/2020;3.24;249.32M;1.25%
11/20/2020;3.2;128.00M;-0.93%
11/19/2020;3.23;143.50M;0.62%
11/18/2020;3.21;204.09M;0.63%
11/17/2020;3.19;123.35M;0.00%
11/16/2020;3.19;108.95M;0.31%
11/13/2020;3.18;154.09M;-0.93%
11/12/2020;3.21;127.58M;-0.62%
11/11/2020;3.23;244.28M;0.62%
11/10/2020;3.21;157.54M;0.00%
11/9/2020;3.21;187.19M;0.31%
11/6/2020;3.2;153.60M;0.63%
11/5/2020;3.18;134.20M;0.32%
11/4/2020;3.17;119.38M;-0.31%
11/3/2020;3.18;160.95M;0.32%
11/2/2020;3.17;144.82M;0.63%
10/30/2020;3.15;161.39M;0.00%
10/29/2020;3.15;167.85M;-0.94%
10/28/2020;3.18;123.13M;-0.93%
10/27/2020;3.21;113.62M;-0.62%
10/26/2020;3.23;196.19M;0.00%
10/23/2020;3.23;227.27M;0.62%
10/22/2020;3.21;211.57M;0.00%
10/21/2020;3.21;192.07M;0.94%
10/20/2020;3.18;210.86M;-0.93%
10/19/2020;3.21;405.59M;0.63%
10/16/2020;3.19;366.03M;0.31%
10/15/2020;3.18;139.28M;0.32%
10/14/2020;3.17;206.03M;0.00%
10/13/2020;3.17;180.41M;-0.63%
10/12/2020;3.19;197.60M;0.63%
10/9/2020;3.17;113.03M;0.00%
09/30/2020;3.17;186.88M;0.00%
09/29/2020;3.17;96.55M;-0.63%
09/28/2020;3.19;234.25M;1.27%
09/25/2020;3.15;170.13M;0.00%
09/24/2020;3.15;135.61M;-0.32%
09/23/2020;3.16;94.76M;-0.32%
09/22/2020;3.17;133.50M;-0.63%
09/21/2020;3.19;147.61M;-0.31%
09/18/2020;3.2;204.19M;0.95%
09/17/2020;3.17;107.96M;0.00%
09/16/2020;3.17;106.07M;0.32%
09/15/2020;3.16;86.20M;0.00%
09/14/2020;3.16;92.60M;0.00%
9/11/2020;3.16;103.32M;0.00%
9/10/2020;3.16;124.43M;-0.32%
9/9/2020;3.17;132.89M;-0.31%
9/8/2020;3.18;154.32M;1.27%
9/7/2020;3.14;133.30M;-0.63%
9/4/2020;3.16;158.93M;-0.32%
9/3/2020;3.17;176.17M;-0.63%
9/2/2020;3.19;248.70M;-0.62%
9/1/2020;3.21;144.61M;0.00%
08/31/2020;3.21;228.89M;-0.62%
08/28/2020;3.23;173.85M;0.31%
08/27/2020;3.22;194.11M;-0.31%
08/26/2020;3.23;141.63M;0.00%
08/25/2020;3.23;110.49M;0.00%
08/24/2020;3.23;129.66M;-0.31%
08/21/2020;3.24;142.48M;0.00%
08/20/2020;3.24;159.81M;-0.31%
08/19/2020;3.25;198.38M;-0.61%
08/18/2020;3.27;278.79M;-0.91%
08/17/2020;3.3;458.07M;1.54%
08/14/2020;3.25;168.53M;0.31%
08/13/2020;3.24;154.62M;0.00%
8/12/2020;3.24;195.92M;0.31%
8/11/2020;3.23;231.98M;0.00%
8/10/2020;3.23;190.71M;0.00%
8/7/2020;3.23;178.20M;-0.62%
8/6/2020;3.25;190.83M;0.31%
8/5/2020;3.24;203.69M;-0.92%
8/4/2020;3.27;398.26M;0.93%
8/3/2020;3.24;210.19M;0.31%
07/31/2020;3.23;219.95M;0.00%
07/30/2020;3.23;203.40M;-0.62%
07/29/2020;3.25;201.07M;0.62%
07/28/2020;3.23;166.49M;0.31%
07/27/2020;3.22;181.38M;-0.31%
07/24/2020;3.23;310.45M;-1.22%
07/23/2020;3.27;338.18M;-0.61%
07/22/2020;3.29;258.98M;-0.30%
07/21/2020;3.3;208.62M;-0.60%
07/20/2020;3.32;350.21M;1.22%
07/17/2020;3.28;242.58M;0.31%
07/16/2020;3.27;395.62M;-0.30%
07/15/2020;3.28;405.79M;-0.91%
07/14/2020;3.31;451.35M;-1.19%
07/13/2020;3.35;629.89M;-0.30%
7/10/2020;3.36;548.93M;-7.69%
7/9/2020;3.64;531.17M;-1.89%
7/8/2020;3.71;461.27M;-0.54%
7/7/2020;3.73;501.19M;-0.80%
7/6/2020;3.76;692.38M;7.12%
7/3/2020;3.51;371.69M;1.74%
7/2/2020;3.45;327.70M;1.77%
7/1/2020;3.39;179.97M;0.30%
06/30/2020;3.38;152.99M;0.30%
06/29/2020;3.37;164.59M;0.00%
06/24/2020;3.37;171.27M;0.60%
06/23/2020;3.35;122.11M;-0.30%
06/22/2020;3.36;199.93M;0.30%
06/19/2020;3.35;201.20M;0.00%
06/18/2020;3.35;168.45M;-0.30%
06/17/2020;3.36;90.96M;0.30%
06/16/2020;3.35;133.92M;0.60%
06/15/2020;3.33;234.61M;-1.48%
6/12/2020;3.38;300.06M;0.00%
6/11/2020;3.38;184.51M;-0.59%
6/10/2020;3.4;107.12M;-0.58%
6/9/2020;3.42;147.12M;0.29%
6/8/2020;3.41;117.45M;-0.29%
6/5/2020;3.42;73.07M;0.29%
6/4/2020;3.41;98.48M;-0.29%
6/3/2020;3.42;148.98M;-0.29%
6/2/2020;3.43;90.37M;0.29%
6/1/2020;3.42;109.35M;0.59%
05/29/2020;3.4;106.13M;-0.87%
05/28/2020;3.43;162.51M;0.88%
05/27/2020;3.4;103.59M;0.59%
05/26/2020;3.38;83.28M;-0.29%
05/25/2020;3.39;70.31M;0.59%
05/22/2020;3.37;127.16M;-0.88%
05/21/2020;3.4;82.63M;-0.29%
05/20/2020;3.41;96.84M;0.29%
05/19/2020;3.4;89.76M;0.29%
05/18/2020;3.39;96.29M;0.00%
05/15/2020;3.39;93.69M;0.00%
05/14/2020;3.39;79.47M;-0.59%
05/13/2020;3.41;69.01M;0.00%
5/12/2020;3.41;78.84M;-0.29%
5/11/2020;3.42;131.58M;0.00%
5/8/2020;3.42;134.27M;0.29%
5/7/2020;3.41;131.48M;-0.29%
5/6/2020;3.42;226.36M;-1.16%
04/30/2020;3.46;118.47M;0.58%
04/29/2020;3.44;144.99M;1.18%
04/28/2020;3.4;122.90M;-0.29%
04/27/2020;3.41;137.87M;0.29%
04/24/2020;3.4;61.24M;0.00%
04/23/2020;3.4;117.94M;-0.58%
04/22/2020;3.42;84.81M;0.29%
04/21/2020;3.41;104.00M;-0.29%
04/20/2020;3.42;112.03M;-0.58%
04/17/2020;3.44;123.08M;0.29%
04/16/2020;3.43;106.37M;0.29%
04/15/2020;3.42;86.27M;0.00%
04/14/2020;3.42;83.18M;0.59%
04/13/2020;3.4;92.05M;-0.29%
4/10/2020;3.41;90.76M;0.29%
4/9/2020;3.4;72.23M;0.00%
4/8/2020;3.4;96.62M;-0.58%
4/7/2020;3.42;122.10M;0.59%
4/3/2020;3.4;115.78M;0.00%
4/2/2020;3.4;104.79M;0.59%
4/1/2020;3.38;111.67M;0.30%
03/31/2020;3.37;165.19M;-1.17%
03/30/2020;3.41;218.10M;0.59%
03/27/2020;3.39;168.38M;0.59%
03/26/2020;3.37;135.76M;0.00%
03/25/2020;3.37;167.42M;0.60%
03/24/2020;3.35;213.80M;2.13%
03/23/2020;3.28;176.36M;-1.80%
03/20/2020;3.34;245.83M;0.91%
03/19/2020;3.31;253.60M;-1.49%
03/18/2020;3.36;214.33M;-1.18%
03/17/2020;3.4;279.30M;0.89%
03/16/2020;3.37;259.60M;-0.88%
03/13/2020;3.4;290.40M;-0.87%
3/12/2020;3.43;185.87M;0.00%
3/11/2020;3.43;158.37M;-0.87%
3/10/2020;3.46;207.81M;0.87%
3/9/2020;3.43;282.17M;-2.00%
3/6/2020;3.5;151.99M;-0.57%
3/5/2020;3.52;229.18M;0.86%
3/4/2020;3.49;140.68M;0.29%
3/3/2020;3.48;190.76M;0.58%
3/2/2020;3.46;181.28M;1.47%
02/28/2020;3.41;253.59M;-1.45%
02/27/2020;3.46;170.02M;0.29%
02/26/2020;3.45;218.92M;0.58%
02/25/2020;3.43;210.58M;-0.87%
02/24/2020;3.46;186.01M;-0.86%
02/21/2020;3.49;143.24M;-0.57%
02/20/2020;3.51;199.42M;0.86%
02/19/2020;3.48;158.26M;0.87%
02/18/2020;3.45;159.36M;-0.58%
02/17/2020;3.47;189.51M;1.17%
02/14/2020;3.43;112.31M;0.59%
02/13/2020;3.41;123.28M;-0.58%
2/12/2020;3.43;123.21M;0.29%
2/11/2020;3.42;179.15M;0.88%
2/10/2020;3.39;158.61M;-0.29%
2/7/2020;3.4;199.17M;-0.87%
2/6/2020;3.43;191.08M;0.29%
2/5/2020;3.42;248.19M;0.00%
2/4/2020;3.42;321.95M;1.48%
2/3/2020;3.37;477.73M;-4.26%
01/23/2020;3.52;243.13M;-1.40%
01/22/2020;3.57;178.80M;-0.28%
01/21/2020;3.58;195.07M;-1.10%
01/20/2020;3.62;87.25M;0.00%
01/17/2020;3.62;99.26M;0.28%
01/16/2020;3.61;182.02M;-1.10%
01/15/2020;3.65;103.31M;-0.82%
01/14/2020;3.68;131.42M;0.00%
01/13/2020;3.68;166.23M;0.00%
1/10/2020;3.68;102.73M;0.00%
1/9/2020;3.68;129.10M;-0.27%
1/8/2020;3.69;168.22M;-0.81%
1/7/2020;3.72;291.30M;0.81%
1/6/2020;3.69;251.08M;-0.81%
1/3/2020;3.72;111.81M;-0.27%
1/2/2020;3.73;205.51M;1.08%
12/31/2019;3.69;196.70M;-0.81%
12/30/2019;3.72;216.00M;-0.27%
12/27/2019;3.73;216.01M;0.54%
12/26/2019;3.71;127.62M;1.09%
12/25/2019;3.67;97.56M;-0.27%
12/24/2019;3.68;76.97M;-0.27%
12/23/2019;3.69;184.26M;-0.54%
12/20/2019;3.71;132.01M;0.54%
12/19/2019;3.69;166.23M;0.27%
12/18/2019;3.68;159.23M;0.55%
12/17/2019;3.66;207.73M;0.55%
12/16/2019;3.64;152.62M;-0.55%
12/13/2019;3.66;259.32M;1.39%
12/12/2019;3.61;196.18M;0.00%
12/11/2019;3.61;157.48M;0.00%
12/10/2019;3.61;152.71M;0.00%
12/9/2019;3.61;133.99M;0.00%
12/6/2019;3.61;91.74M;-0.28%
12/5/2019;3.62;144.66M;0.28%
12/4/2019;3.61;116.51M;-0.55%
12/3/2019;3.63;126.30M;0.28%
12/2/2019;3.62;120.40M;0.00%
11/29/2019;3.62;216.24M;-0.55%
11/28/2019;3.64;137.94M;-0.55%
11/27/2019;3.66;109.12M;0.55%
11/26/2019;3.64;254.09M;0.00%
11/25/2019;3.64;194.81M;1.11%
11/22/2019;3.6;154.87M;0.28%
11/21/2019;3.59;189.96M;0.28%
11/20/2019;3.58;157.59M;-0.56%
11/19/2019;3.6;148.64M;0.28%
11/18/2019;3.59;169.75M;0.56%
11/15/2019;3.57;138.61M;0.28%
11/14/2019;3.56;174.75M;-0.28%
11/13/2019;3.57;172.84M;0.28%
11/12/2019;3.56;145.83M;0.28%
11/11/2019;3.55;260.89M;-1.66%
11/8/2019;3.61;204.31M;-1.37%
11/7/2019;3.66;145.67M;-0.54%
11/6/2019;3.68;138.56M;0.55%
11/5/2019;3.66;219.86M;0.27%
11/4/2019;3.65;134.02M;-0.27%
11/1/2019;3.66;173.02M;0.55%
10/31/2019;3.64;185.13M;0.55%
10/30/2019;3.62;151.78M;0.28%
10/29/2019;3.61;202.90M;-1.10%
10/28/2019;3.65;202.28M;-0.27%
10/25/2019;3.66;191.55M;0.27%
10/24/2019;3.65;279.71M;0.27%
10/23/2019;3.64;270.73M;0.83%
10/22/2019;3.61;186.70M;0.28%
10/21/2019;3.6;189.67M;0.84%
10/18/2019;3.57;213.51M;-0.56%
10/17/2019;3.59;160.21M;0.00%
10/16/2019;3.59;248.87M;0.28%
10/15/2019;3.58;245.34M;0.56%
10/14/2019;3.56;405.93M;0.85%
10/11/2019;3.53;254.18M;1.15%
10/10/2019;3.49;191.47M;0.00%
10/9/2019;3.49;218.89M;0.29%
10/8/2019;3.48;172.51M;0.58%
09/30/2019;3.46;150.65M;-0.86%
09/27/2019;3.49;211.01M;-0.29%
09/26/2019;3.5;235.86M;1.16%
09/25/2019;3.46;111.00M;-0.29%
09/24/2019;3.47;101.76M;0.00%
09/23/2019;3.47;127.95M;-0.57%
09/20/2019;3.49;207.47M;0.29%
09/19/2019;3.48;127.12M;0.00%
09/18/2019;3.48;138.55M;-0.29%
09/17/2019;3.49;198.46M;-0.85%
09/16/2019;3.52;131.80M;-0.28%
9/12/2019;3.53;190.13M;0.28%
9/11/2019;3.52;270.22M;1.15%
9/10/2019;3.48;268.31M;-0.29%
9/9/2019;3.49;326.95M;0.00%
9/6/2019;3.49;214.38M;0.29%
9/5/2019;3.48;358.07M;0.87%
9/4/2019;3.45;248.85M;1.17%
9/3/2019;3.41;167.00M;0.00%
9/2/2019;3.41;233.12M;0.29%
08/30/2019;3.4;179.46M;0.29%
08/29/2019;3.39;112.19M;-0.29%
08/28/2019;3.4;156.86M;-0.29%
08/27/2019;3.41;270.24M;0.89%
08/26/2019;3.38;196.30M;-0.88%
08/23/2019;3.41;134.90M;0.00%
08/22/2019;3.41;160.32M;-0.29%
08/21/2019;3.42;108.43M;-0.29%
08/20/2019;3.43;198.73M;0.00%
08/19/2019;3.43;461.90M;0.29%
08/16/2019;3.42;199.30M;-0.29%
08/15/2019;3.43;207.26M;-0.29%
08/14/2019;3.44;273.30M;-0.29%
08/13/2019;3.45;161.81M;-0.86%
8/12/2019;3.48;180.00M;0.58%
